"STATE JOB
NUMBER",TERMINI,"ARDOT
DISTRICT",COUNTY,ROUTE,FFY,TYPE OF WORK,LENGTH,"TOTAL
COST",NHPP,NHFP,HSIP,RAIL-HWY,EARMARK,STBGP,"STBGP
(BR OFF)","STBGP
(GT 200K)",BFP,"BFP
(BR OFF)",NEVFP,"CRP 
(FLEX)","CRP 
(GT 200K)",PROTECT,AC,REC. TRAILS,"CMAQ
(FLEX)","CMAQ
(AQ)",TAP,"TAP
(GT 200K)",CHBP,INFRA,RAISE,COVID,MATA,GAP,FLAP,FLTP,ERFO,"MARINE
FUEL TAX","FERRY
BOAT",DBE,OJT,CAP,"AMENDMENT
 101",STATE,ACT 416,"STATE-
LOCAL",LOCAL,"AGENCY
CARRYING
OUT THE
PROJECT",CARTS,JATS,NARTS,PBATS,TUTS,WMATS,FRONTIER,TRI-LAKES,COMMENTS
101189,Hwys. 18/139 Inters. Impvts. (Monette) (S),10,Craighead,18 & 139,2028,Intersection Improvements,0.000," $1,300 ",,,,,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $125 ,,, $175 ,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project. Craighead County has assumed ownership of a portion of Highway 230 and is providing non-federal matching funds.
101190,Hwy. 49/County Rd. 762 Inters. Impvts. (Brookland) (S),10,Craighead,49,2028,Intersection Improvements,0.000," $1,900 ",,,,,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $125 ,,, $775 ,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101217,Lick Creek Str. & Apprs. (S),10,Greene,141,2026,Str. & Apprs.,0.000," $1,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,200 ",,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
101220,I-55/Hwy. 61 Connector Road (Mississippi Co.) (S),10,Mississippi,New,2028,New Location,6.000, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Funding amount shown for project development.
110509,BNSF Railroad Overpass (Marion) (S),1,Crittenden,New,2025,Str. & Apprs.,0.000," $10,000 ",,,,," $4,264 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $5,736 ",Local,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
110568,"Big Piney, Little Piney & Cat Creeks Strs. & Apprs. (S)",1,Lee,79,2026,Strs. & Apprs.,0.000," $6,300 "," $5,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,260 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110614,I-55 – Hwy. 77 (Marion) (S),1,Crittenden,64,2025,Major Widening,0.566," $2,500 ",,,,,," $1,760 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $440 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,City of Marion will be responsible for the cost of enhancements.
110651,I-40/I-55/Hwy. 77 Intchng. Impvts. (West Memphis) (F),1,Crittenden,Various,2025,Interchange Improvements & Pavement Preservation,2.737," $53,100 "," $5,310 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $47,790 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
110701,Hwy. 20 Strs. & Apprs. (S),1,Phillips,20,2026,Strs. & Apprs.,0.000," $14,700 "," $11,760 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,940 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110703,Locust Slough Str. & Apprs. (S),1,Woodruff,260,2026,Str. & Apprs.,0.000, $900 , $720 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $180 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110705,Hwy. 316 Strs. & Apprs. (S),1,Phillips,316,2026,Strs. & Apprs.,0.000," $1,300 "," $1,040 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $260 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110708,Arkansas Midland RR Str. & Apprs. (Helena-West Helena) (S),1,Phillips,49,2025,Str. & Apprs.,0.000," $4,300 ", $688 ,,,,,,,," $2,752 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $860 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110716,Hwys. 185 & 318 Strs. & Apprs. (S),1,Phillips,185 & 318,2025,Strs. & Apprs.,0.000," $4,100 ", $640 ,,,,,,,," $2,640 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $820 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110717,N.E. St. Francis Co. Strs. & Apprs. (S),1,St. Francis,"50, 75, & 357",2025,Strs. & Apprs.,0.000," $3,200 "," $2,560 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $640 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110748,Fish Bayou Str. & Apprs. (S),1,Crittenden,147,2025,Str. & Apprs.,0.000," $2,100 ", $336 ,,,,,,,," $1,344 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $420 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110749,Little Cypress Bayou Str. & Apprs. (S),1,Desha,44,2026,Str. & Apprs.,0.000," $1,500 "," $1,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $300 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110751,Larkin Creek Str. & Apprs. (S),1,Lee,121,2025,Str. & Apprs.,0.000," $1,100 ", $176 ,,,,,,,, $704 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $220 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110752,Ditch at L.M. 17.388 Str. & Apprs. (S),1,St. Francis,70,2025,Str. & Apprs.,0.000," $1,100 ", $880 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $220 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110754,Cache River & Relief Strs. & Apprs. (S),1,Woodruff,17,2027,Strs. & Apprs.,0.000," $23,700 "," $3,528 ",,,,,,,," $15,432 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $4,740 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110803,Cross Co. Line – Co. Rd. 375 (Widening) (S),1,Crittenden,64,2027,Major Widening,7.995," $30,000 ",,,,,," $24,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $6,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project.
110804,Hwy. 364 Strs. & Apprs. (S),1,Cross,364,2025,Strs. & Apprs.,0.000," $9,300 "," $7,440 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,860 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110805,I-40 Str. & Apprs. (Hwy. 78) (Wheatley) (S),1,St. Francis,78,2026,Str. & Apprs.,0.000," $3,100 ", $496 ,,,,,,,," $1,984 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $620 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110807,Hwys. 49/64 Inters. Impvts. (Fair Oaks) (S),1,Cross,49 & 64,2025,Intersection Improvements,0.000," $3,500 ",,,,,," $2,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $700 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
110812,Hwy. 49 Mississippi River Bridge Rehab. (S),1,Phillips,49,2028,System Preservation,0.000," $44,200 "," $35,360 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $8,840 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Partnering Project.  Total project cost to be split evenly with Mississippi Department of Transportation; cost shown is Arkansas' portion. Arkansas Department of Transportation will take lead on project.
110836,I-55 Mississippi River Str. & Apprs. (West Memphis) P.E.,1,Crittenden,I-55,2025,Project Development,0.000, $500 , $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Partnering Project with the Tennessee Department of Transportation.
110861,St. Francis River Str. & Apprs. (Coldwater) (S),1,Cross,42,2026,Str. & Apprs.,0.000," $5,800 "," $4,640 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,160 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X337,Hwy. 269 Str. & Apprs. (Woodruff Co.) (S),1,Woodruff,269,2028,Str. & Apprs.,0.000," $3,100 ", $496 ,,,,,,,," $1,984 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $620 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X446,Fifteen Mile Creek Str. & Apprs. (S),1,St. Francis,149,2027,Str. & Apprs.,0.000," $8,900 "," $7,120 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,780 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X463,Cache Bayou Str. & Apprs. (S),1,Woodruff,33,2028,Str. & Apprs.,0.000," $2,500 ", $400 ,,,,,,,," $1,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X464,Prairie Creek Str. & Apprs. (S),1,Cross,364,2028,Str. & Apprs.,0.000," $1,200 ", $192 ,,,,,,,, $768 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $240 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X465,Hwy. 350 Str. & Apprs. (Cross Co.) (S),1,Cross,350,2027,Str. & Apprs.,0.000," $2,100 ", $336 ,,,,,,,," $1,344 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $420 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
01X466,Hwy. 149 Str. & Apprs. (Crittenden Co.) (S),1,Crittenden,149,2028,Str. & Apprs.,0.000," $2,400 ", $384 ,,,,,,,," $1,536 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $480 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
02X322,Waterloo Drainage Ditch Str. & Apprs. (S),2,Jefferson,31,2028,Str. & Apprs.,0.000," $1,700 ", $272 ,,,,,,,," $1,088 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $340 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
02X323,Hwy. 190 Str. & Apprs. (Jefferson Co.) (S),2,Jefferson,190,2028,Str. & Apprs.,0.000," $1,000 ", $160 ,,,,,,,, $640 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $200 ,,,,State,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
02X324,Hwy. 35 Str. & Apprs. (Grant Co.) (S),2,Grant,35,2028,Str. & Apprs.,0.000," $1,000 ", $160 ,,,,,,,, $640 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $200 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
03X316,Caruse Creek Str. & Apprs. (S),3,Hempstead,332,2027,Str. & Apprs.,0.000," $1,500 ", $240 ,,,,,,,, $960 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $300 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
03X520,Antoine River Str. & Apprs. (S),3,Pike,84,2027,Str. & Apprs.,0.000," $3,000 ", $480 ,,,,,,,," $1,920 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $600 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
03X521,Old Channel McKinney Bayou Str. & Apprs. (S),3,Miller,134,2028,Str. & Apprs.,0.000," $2,000 ", $320 ,,,,,,,," $1,280 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $400 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
04X380,Lee Creek Str. & Apprs. (S),4,Washington,170,2028,Str. & Apprs.,0.000," $4,800 ", $480 ,,,,,,,," $3,370 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $950 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
04X537,Hwy. 378 – Greenwood (Future I-49) P.E.,4,Scott & Sebastian,I-49,2028,New Location,12.466," $9,000 "," $7,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,800 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X053,Hwy. 305 – Hwy. 13 (Passing Lanes) (S),5,White,36,2027,Passing Lanes,5.682," $4,800 ",,,,,," $3,840 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $960 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"One set of passing lanes, locations TBD."
05X297,Brushy Creek Str. & Apprs. (S),5,Stone,9,2028,Str. & Apprs.,0.000," $3,200 ", $512 ,,,,,,,," $2,048 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $640 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X300,Sugarloaf Creek Str. & Apprs. (S),5,Stone,5,2028,Str. & Apprs.,0.000," $5,100 ", $816 ,,,,,,,," $3,264 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,020 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X312,Pompeys Creek Str. & Apprs. (S),5,Jackson,37,2027,Str. & Apprs.,0.000, $900 , $144 ,,,,,,,, $576 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $180 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X314,Hwy. 42 Str. & Apprs. (Jackson Co.) (S),5,Jackson,42,2028,Str. & Apprs.,0.000," $1,700 ", $272 ,,,,,,,," $1,088 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $340 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X316,Hars Creek Str. & Apprs. (S),5,Izard,56,2027,Str. & Apprs.,0.000," $2,500 ", $400 ,,,,,,,," $1,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X317,Two Mile Creek Str. & Apprs. (S),5,Independence,233,2028,Str. & Apprs.,0.000," $1,600 ", $256 ,,,,,,,," $1,024 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $320 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
05X340,Big Creek Relief Str. & Apprs. (S),5,White,16,2028,Str. & Apprs.,0.000," $3,500 ", $560 ,,,,,,,," $2,240 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $700 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
06X416,I-40 Interchange (Morgan),6,Pulaski,365,2027,Interchange Improvements,0.000," $17,000 "," $13,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,400 ",State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Potential Partnering Project.
06X528,Hwy. 270 Intchng. Impvts. (Carpenter Dam Rd.) (Hot Springs),6,Garland,270,2028,Interchange Improvements,0.000, $100 , $80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $20 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Funding amount shown for project development.
06X539,East-West North Pulaski Connector P.E.,6,Pulaski,New,2025,Project Development,0.000, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
07X273,Deceiper Creek Str. & Apprs. (S),7,Clark,67,2028,Str. & Apprs.,0.000," $2,700 ", $432 ,,,,,,,," $1,728 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $540 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
07X275,Ouachita River Str. & Apprs. (S),7,Ouachita,79B,2027,Str. & Apprs.,0.000," $26,100 "," $4,176 ",,,,,,,," $16,704 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $5,220 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
07X281,Harrison Creek Str. & Apprs. (S),7,Cleveland,35,2028,Str. & Apprs.,0.000," $2,000 ", $320 ,,,,,,,," $1,280 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $400 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
08X332,Scott Co. Line – Mt. Ida (Passing Lanes) (S),8,Montgomery,270,2027,Passing Lanes,19.261," $10,000 "," $8,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
08X344,Hogans Creek Str. & Apprs. (S),8,Conway,92,2027,Str. & Apprs.,0.000," $3,100 ", $496 ,,,,,,,," $1,984 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $620 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
08X377,Petit Jean River Relief Str. & Apprs. (S),8,Logan,23,2028,Str. & Apprs.,0.000," $14,100 ", $705 ,,,,,,,," $10,575 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $2,820 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
08X378,Six Mile Canal Str. & Apprs. (S),8,Logan,309,2028,Str. & Apprs.,0.000," $7,000 ", $350 ,,,,,,,," $5,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,400 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
09X493,Town Creek Str. & Apprs. (S),9,Benton,43,2027,Str. & Apprs.,0.000," $2,900 ", $464 ,,,,,,,," $1,856 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $580 ,,,,State,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
09X538,Siloam Springs Main Street Revitalization,9,Benton,CS,2025,Operational Improvements,0.750," $14,445 ",,,,,,,,,,,,,,,,,,,,,,," $11,556 ",,,,,,,,,,,,,,,," $2,889 ",Local,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X543,Johnson Creek Str. & Apprs. (S),10,Clay,141,2028,Str. & Apprs.,0.000," $2,300 ", $368 ,,,,,,,," $1,472 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $460 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X561,Honeysuckle Ditch Str. & Apprs. (S),10,Craighead,158,2027,Str. & Apprs.,0.000," $1,300 ", $208 ,,,,,,,, $832 ,,,,,,,,,,,,,,,,,,,,,,,,,,, $260 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X568,Ditch No. 40 Str. & Apprs. (S),10,Mississippi,14,2028,Str. & Apprs.,0.000," $5,700 ", $285 ,,,,,,,," $4,275 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,140 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X584,Pemiscot Bayou Str. & Apprs. (S),10,Mississippi,239,2028,Str. & Apprs.,0.000," $4,300 ", $688 ,,,,,,,," $2,752 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $860 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X609,Fairview Rd. – Sunset Dr. (S),10,Greene,135,2027,Major Widening,2.868," $17,200 "," $13,760 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,440 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X613,Poinsett Co. Line – Jonesboro (S),10,Craighead,1,2027,Major Widening,4.519," $27,100 "," $21,680 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $5,420 ",,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X729,I-555 Operational Impvts. (Jonesboro),10,Craighead,I-555,2028,Operational Improvements,13.653," $29,700 "," $7,514 "," $19,216 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $2,970 ",,,,State,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Potential Partnering Project.
10X739,Hwy. 158 Overpass (I-55) Str. & Apprs. (S),10,Mississippi,158,2028,Str. & Apprs.,0.000," $6,700 ", $335 ,,,,,,,," $5,025 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,340 ",,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
10X746,Sleepy Bayou Str. & Apprs. (S),10,Mississippi,120,2028,Str. & Apprs.,0.000," $3,800 ", $608 ,,,,,,,," $2,432 ",,,,,,,,,,,,,,,,,,,,,,,,,,, $760 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11X038,Louisiana State Line – Mississippi State Line (Future I-69) P.E.,2/7,Various,I-69,2025,Project Development,141.202, $100 , $20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $80 ,,,,State,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Renew Arkansas Highways Project.
11X041,Texarkana – Little Rock ITS Impvts. (S),3/6/7,Various,I-30,2027,ITS Improvements,129.161," $72,000 "," $18,202 "," $11,328 ",,,,,,,,,," $14,570 ",,,,," $13,500 ",,,,,,,,,,,,,,,,,,," $14,400 ",,,,State,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
11X044,Cypress Bayou Str. & Apprs. (S),5/6,Lonoke & White,367,2028,Str. & Apprs.,0.000," $5,500 ", $275 ,,,,,,,," $4,125 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $1,100 ",,,,State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
11X047,Texarkana – El Dorado (Sel. Secs.) (S),3/7,Various,82,2028,Major Widening,59.882," $125,000 "," $3,750 ",,,,," $96,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $25,000 ",,,,State,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
CA0602,I-530 – Hwy. 67 (Widening & Reconst.) (I-30 & I-40) (F),6,Pulaski,I-30 & I-40,2025,Capacity Improvements & Reconstruction,7.239," $130,000 "," $36,482 "," $15,553 ",,,,,,,,,,,,,,," $12,965 ",,,,,,,,,,,,,,,,,,,,,,,State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,This entry is AC conversion.
CA0602,I-530 – Hwy. 67 (Widening & Reconst.) (I-30 & I-40) (F),6,Pulaski,I-30 & I-40,2026,Capacity Improvements & Reconstruction,7.239," $130,000 "," $65,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,This entry is AC conversion.
CA0602,I-530 – Hwy. 67 (Widening & Reconst.) (I-30 & I-40) (F),6,Pulaski,I-30 & I-40,2027,Capacity Improvements & Reconstruction,7.239," $40,000 "," $40,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,This entry is AC conversion.
CARTS21,Various CARTS Attrib Projects,,,,2025,Miscellaneous,," $19,944 ",,,,,,,," $14,187 ",,,,," $1,768 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,989 ",Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS21,Various CARTS Attrib Projects,,,,2026,Miscellaneous,," $20,109 ",,,,,,,," $15,083 ",,,,," $1,804 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,222 ",Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS21,Various CARTS Attrib Projects,,,,2027,Miscellaneous,," $18,405 ",,,,,,,," $12,384 ",,,,," $1,840 ",,,,,,,,,,,,,,,,,,,,,,,,,," $4,181 ",Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS21,Various CARTS Attrib Projects,,,,2028,Miscellaneous,," $21,961 ",,,,,,,," $15,692 ",,,,," $1,877 ",,,,,,,,,,,,,,,,,,,,,,,,,," $4,392 ",Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS22,Various CARTS TAP Attrib Projects,,,,2025,Miscellaneous,0.000," $2,053 ",,,,,,,,,,,,,,,,,,,," $1,642 ",,,,,,,,,,,,,,,,,,, $411 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS22,Various CARTS TAP Attrib Projects,,,,2026,Miscellaneous,0.000," $2,094 ",,,,,,,,,,,,,,,,,,,," $1,675 ",,,,,,,,,,,,,,,,,,, $419 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS22,Various CARTS TAP Attrib Projects,,,,2027,Miscellaneous,0.000," $2,135 ",,,,,,,,,,,,,,,,,,,," $1,708 ",,,,,,,,,,,,,,,,,,, $427 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS22,Various CARTS TAP Attrib Projects,,,,2028,Miscellaneous,0.000," $2,178 ",,,,,,,,,,,,,,,,,,,," $1,742 ",,,,,,,,,,,,,,,,,,, $436 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS24,Ozone Action Days,,,,2025,Miscellaneous,0.000, $60 ,,,,,,,,,,,,,,,,, $48 ,,,,,,,,,,,,,,,,,,,,,, $12 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
CARTS24,Ozone Action Days,,,,2026,Miscellaneous,0.000, $60 ,,,,,,,,,,,,,,,,, $48 ,,,,,,,,,,,,,,,,,,,,,, $12 ,Local,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
